oglas_id,naselje,kvadratura_m2,sprat,broj_soba,godina_izgradnje,stanje,balkon,parking,cijena_km,datum_oglasa
78165686,Sjenjak,54.0,10.0,2.0,,Nov,da,da,275500.0,18.04.2026
72259289,Mejdan,70.0,9.0,3.0,,Namješten,ne,da,330100.0,24.06.2026
73654963,Solina,44.0,1.0,1.5,1985.0,Potrebna renovacija,ne,da,144000.0,09.07.2026
70032457,Brčanska Malta,80.0,8.0,2.5,1990-1999,Nenamješten,ne,ne,311400.0,30.08.2026
76779717,Stupine,76.0,,2.5,,Namješten,ne,da,384700.0,27.07.2026
78681547,ZLOKOVAC,50.0,5.0,2.0,,Dobro stanje,da,da,213000.0,24.04.2026
79000013,Simin Han,135.0,5.0,5.0,2017.0,Nenamješten,da,ne,478700.0,20.05.2026
73880535, Mejdan ,106.0,3.0,4.0,1976.0,Useljivo,da,ne,576800.0,03.05.2026
72043656,Sjenjak,34.0,7.0,1.0,2000-2009,Dobro stanje,da,da,200700.0,04.09.2026
73599050,Stupine,96.0,Prizemlje,3.0,1969.0,Potrebna renovacija,da,ne,376700.0,01.08.2026
73035826,Sjenjak,40.0,6.0,1.0,,Namješten,da,ne,213900.0,07.08.2026
77278432,Stupine,73.0,8.0,2.5,,Nenamješten,ne,ne,400900.0,17.05.2026
75936819, Centar ,95m2,6.0,3.0,,Nenamješten,da,ne,466600.0,06.07.2026
75883193,Simin Han,121.0,10.0,5.0,,Namješten,ne,ne,430000.0,16.04.2026
76415612,Centar,71.0,10.0,3.0,,Nenamješten,da,ne,376 900,08.07.2026
79241245,Kreka,42.0,10.0,2.0,1971.0,Useljivo,da,da,92000.0,23.04.2026
77478361,Sjenjak,88.0,3.0,3.0,1981.0,Potrebna renovacija,da,ne,327.100 KM,08.07.2026
74244371,Bukinje,39.0,6.0,1.5,,Namješten,da,ne,126500.0,21.04.2026
70968024,Centar,68.0,2.0,2.5,,Dobro stanje,da,da,400200.0,24.04.2026
74457307,Dragodol,102.0,,4.0,2002.0,Useljivo,da,da,413500.0,05.09.2026
72664632,Centar,72.0,3.0,3.0,,Namješten,da,ne,425400.0,03.08.2026
76645796,Simin Han,79.0,3.0,3.0,2017.0,Potrebna renovacija,ne,ne,198900.0,17.09.2026
70613213,Gornja Tuzla,145.0,Prizemlje,5.0,,Dobro stanje,da,da,402300.0,10.04.2026
76940449,Bukinje,90.0,1.0,3.0,1986.0,Renoviran,da,da,323600.0,03.06.2026
75842278,Gornja Tuzla,32.0,4.0,1.0,1998.0,Useljivo,da,da,98100.0,12.07.2026
73767807,Bukinje,59.0,9.0,2.0,2010-2019,Useljivo,ne,ne,199300.0,18.07.2026
73273526,šićki brod,43.0,10.0,2.0,2018.0,Namješten,da,ne,131000.0,25.05.2026
76501249,Miladije,36.0,7.0,1.0,,Namješten,da,ne,170700.0,24.08.2026
76355602,Stupine,42.0,8.0,1.5,,Potrebna renovacija,da,ne,143500.0,29.08.2026
77124812,Centar,32.0,1.0,1.0,1979.0,Namješten,ne,ne,175000.0,03.05.2026
77467895,Dragodol,99.0,5.0,4.0,1984.0,Dobro stanje,da,da,425200.0,07.05.2026
71018322,Slavinovići,,3.0,2.0,2000 do 2009,Potrebna renovacija,da,da,159.300 KM,02.06.2026
70358427,Mejdan,84.0,3.0,3.0,,Dobro stanje,ne,ne,436800.0,23.08.2026
75064187,Simin Han,46.0,2.0,1.5,,Useljivo,ne,da,136.400,20.05.2026
74982791,Gornja Tuzla,44.0,7.0,1.0,1998.0,Potrebna renovacija,da,da,98.500 KM,31.03.2026
72854699,Kreka,35.0,0.0,1.0,2016.0,Renoviran,da,ne,188800.0,04.06.2026
79761282,Stupine,31.0,,1.5,2023.0,Renoviran,da,ne,202600.0,11.05.2026
70519618, Kreka ,48.0,3.0,1.5,,Nov,da,da,330500.0,29.08.2026
72899349,Solina,48.0,Prizemlje,3.0,1978.0,Potrebna renovacija,ne,ne,145.800 KM,21.08.2026
75150570,Stupine,47.0,3.0,1.0,2015.0,Namješten,da,ne,249700.0,28.05.2026
79024180,Kreka,94.0,2.0,3.0,2007.0,Renoviran,da,da,579700.0,30.06.2026
76366702,Dragodol,133.0,10.0,5.0,,Potrebna renovacija,da,ne,369600.0,05.06.2026
79600741,Sjenjak,54,5,2.0,,Renoviran,da,da,270000.0,15.09.2026
73179844,Šićki Brod - Tuzla,52.0,6.0,2.0,1995.0,Dobro stanje,da,ne,123100.0,27.03.2026
76806917,Solina,46.0,10.0,1.5,1992.0,Dobro stanje,ne,ne,179.000 KM,29.06.2026
77404240,Bukinje,30.0,7.0,1.0,2023.0,Renoviran,da,ne,140100.0,29.03.2026
78452385,Sjenjak,82.0,3.0,3.0,2017.0,Potrebna renovacija,da,da,272200.0,12.09.2026
72574223,Centar,51.0,5.0,2.0,2009.0,Nov,da,ne,353100.0,13.06.2026
79000019,MEJDAN,38.0,7.0,1.0,,Nov,ne,ne,259500.0,04.08.2026
75031784,Bukinje,61.0,Prizemlje,1.5,,Potrebna renovacija,da,ne,126900.0,19.07.2026
77606572,Sjenjak,52.0,6.0,2.0,1999.0,Potrebna renovacija,da,ne,192.000,24.06.2026
78955637,Sjenjak,71.0,3.0,2.0,,Useljivo,da,ne,236800.0,17.08.2026
70109347,Miladije,84.0,3.0,3.0,,Useljivo,da,ne,317200.0,08.06.2026
72235440,Dragodol,60.0,,1.5,1965.0,Namješten,da,da,196500.0,22.07.2026
78912775,Brčanska Malta,38.0,1.0,1.5,2004.0,Renoviran,ne,da,"203,400",11.05.2026
71603381,Slavinovići,97.0,7.0,3.0,2001.0,Useljivo,da,da,398900.0,02.04.2026
75250016,Stupine,67.0,1.0,2.5,1990 do 1999,Dobro stanje,ne,ne,346.800,02.04.2026
76775630,Centar,40.0,9.0,1.0,1995.0,Dobro stanje,da,da,248.900 KM,18.07.2026
77180622,Bukinje - Tuzla,48.0,4.0,2.0,2022.0,Nenamješten,da,da,140.000 KM,19.07.2026
72219280,Simin Han,135.0,5.0,5.0,2017.0,Nenamješten,da,ne,478700.0,25.06.2026
74412227,Slavinovići,83.0,5.0,4.0,2011.0,Useljivo,ne,ne,267500.0,25.03.2026
70203684,Simin Han,56.0,7.0,2.0,2009.0,Renoviran,da,ne,203300.0,17.07.2026
71753464,Solina,38.0,6.0,2.0,1970-1979,Dobro stanje,da,da,158500.0,19.08.2026
74098567,Centar,72.0,3.0,3.0,2010-2019,Namješten,da,da,465.100,09.08.2026
72624898,Sjenjak,70.0,3.0,3.0,2016.0,Useljivo,da,da,411.600,26.07.2026
71326620,Slavinovići,,4.0,1.0,2003.0,Dobro stanje,da,ne,113000.0,31.03.2026
70308928,Mejdan - Tuzla,30.0,3.0,1.0,1999.0,Renoviran,da,da,176500.0,05.05.2026
73092918,Dragodol,60.0,0.0,3.0,,Renoviran,da,ne,177200.0,25.06.2026
78014054,Zlokovac,70.0,5.0,2.0,2022.0,Potrebna renovacija,ne,ne,209 800,29.08.2026
73715431,Centar - Tuzla,141.0,9.0,5.0,,Namješten,da,ne,606100.0,20.08.2026
73801334,Zlokovac,45.0,5.0,1.0,1973.0,Renoviran,da,da,235600.0,19.08.2026
72251776,Sjenjak,39.0,5.0,1.0,1989.0,Renoviran,da,ne,285600.0,11.05.2026
79213224,Šićki Brod,132.0,10.0,5.0,1971.0,Useljivo,ne,ne,370300.0,19.05.2026
72166334,Stupine,76.0,5.0,3.0,1970-1979,Useljivo,da,ne,424100.0,23.07.2026
70048905,Solina,32.0,8.0,1.0,2022.0,Namješten,da,da,172400.0,01.04.2026
72731111,Bukinje,61.0,8.0,2.0,,Useljivo,da,da,225900.0,30.07.2026
76544287,Bukinje,52.0,7.0,2.0,1998.0,Renoviran,da,da,175600.0,26.06.2026
79270643,Gornja Tuzla,62.0,9.0,2.0,,Namješten,da,ne,112500.0,02.05.2026
72376583,Centar,99.0,2.0,4.0,,Useljivo,da,ne,665300.0,02.08.2026
71057840,Brčanska Malta,71.0,2.0,3.0,,Renoviran,da,da,"448,100",13.09.2026
73927100,Mejdan,44.0,7.0,3.0,1995.0,Dobro stanje,ne,ne,228100.0,20.07.2026
74216616,Simin Han,106.0,4.0,5.0,,Useljivo,da,ne,239100.0,09.09.2026
74202681,Dragodol,66.0,6.0,3.0,1965.0,Useljivo,da,ne,263900.0,18.07.2026
79771926,Centar,80.0,9.0,3.0,,Nenamješten,da,ne,431800.0,13.04.2026
75256164,Centar,62.0,7.0,2.0,,Dobro stanje,da,da,341000.0,08.08.2026
75711897,Bukinje,70.0,10.0,3.0,1979.0,Useljivo,da,ne,218900.0,07.04.2026
75178785,Simin Han,64.0,7.0,2.0,2018.0,Useljivo,ne,da,194200.0,26.04.2026
79386483,Mejdan,130.0,5.0,5.0,,Useljivo,da,ne,631700.0,29.05.2026
70753306,Mejdan,130.0,4.0,4.0,,Useljivo,ne,da,800700.0,03.06.2026
77233461,Gornja Tuzla,60.0,5.0,2.0,1968.0,Namješten,da,da,161.400 KM,12.04.2026
79492934,Dragodol,55.0,10.0,3.0,1998.0,Potrebna renovacija,da,da,142 100,27.05.2026
71743916,Centar,55.0,10.0,2.0,1989.0,Dobro stanje,da,ne,304 700,22.04.2026
79169564,Kreka,80.0,,3.0,2019.0,Nov,da,da,"331,900",25.08.2026
72370620,Centar,63.0,0.0,3.0,1989.0,Useljivo,da,ne,456900.0,01.05.2026
71590717,Mejdan,91.0,4.0,5.0,2017.0,Potrebna renovacija,da,ne,405400.0,14.05.2026
72990364,Centar,54.0,Prizemlje,1.5,1996.0,Nov,da,ne,365 600,24.04.2026
74346103,Irac,68.0,9.0,3.0,1990-1999,Dobro stanje,da,da,354400.0,13.04.2026
73086782, Irac ,35.0,5.0,1.5,,Dobro stanje,da,da,123700.0,22.04.2026
74597094,Bukinje,67.0,7.0,3.0,,Nov,ne,ne,207700.0,21.06.2026
